event_name,event_type,url,location_name,location_address,location_coord,short_description,session_times,subactivity_times,artist,require_booking,booking_detail
Dan Sultan + Carla Wehbe | Tumbalong Nights,music,https://www.vividsydney.com/event/music/dan-sultan-carla-wehbe-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","Be serenaded by two arresting voices on the Saturday night of the June long weekend – the ARIA-winning, genre-hopping, multi-hyphenate Dan Sultan and emerging…","{""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}","[{""name"": ""Peter Coombe and the Bellyflop in a Pizza Band"", ""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": 60.0}, {""name"": ""DJ - Steve Griffiths"", ""start_time"": ""18:00:00"", ""end_time"": ""19:30:00"", ""duration"": 90.0}, {""name"": ""Carla Wehbe"", ""start_time"": ""19:30:00"", ""end_time"": ""20:30:00"", ""duration"": 60.0}, {""name"": ""DJ - Steve Griffiths"", ""start_time"": ""20:30:00"", ""end_time"": ""21:00:00"", ""duration"": 30.0}, {""name"": ""Dan Sultan"", ""start_time"": ""21:00:00"", ""end_time"": ""22:00:00"", ""duration"": 60.0}]",NA,False,NA
Waterlight Graffiti,light,https://www.vividsydney.com/event/light/waterlight-graffiti,The Goods Line, Ultimo NSW 2000,"{""latitude"": ""-33.882701"", ""longitude"": ""151.202569""}","Pick up a brush, stamp or spray, and make your mark with Waterlight Graffiti - no paint required! Inspired by the practice of 'dishu' in China, where artists…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Antonin Fourneau,False,NA
Vivid Kids @ Tumbalong Park,music,https://www.vividsydney.com/event/music/vivid-kids-tumbalong-park,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}",Who said the adults should have all the fun? Round up the little ones and start your Light Walk journey in Tumbalong Park at 5pm each Saturday during the…,"{""2023-05-27"": {""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""60.0""}, ""2023-06-03"": {""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""60.0""}, ""2023-06-10"": {""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""60.0""}, ""2023-06-17"": {""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": ""60.0""}}",NA,NA,False,NA
Natural Footsteps: Ethical Travel,ideas,https://www.vividsydney.com/event/ideas/natural-footsteps-ethical-travel,Vivid Ideas Exchange - Telstra Customer Insight Centre,"Level 2, 400 George Street, Sydney NSW 2000","{""latitude"": ""-33.8688799"", ""longitude"": ""151.2049436""}","Everyone has heard of eco travel and ‘voluntourism’, but do you know what pitfalls to look out for and how to make an informed decision?
Hear first-hand…","{""2023-06-12"": {""start_time"": ""14:30:00"", ""end_time"": ""15:45:00"", ""duration"": ""75.0""}}",NA,Anthony Ham,True,*Booking and transaction fees may apply.
Voiture 21,light,https://www.vividsydney.com/event/light/voiture-21,The Goods Line and Inner City,Goods Line Tunnel,"{""latitude"": ""-33.883083"", ""longitude"": ""151.20275""}","All aboard Voiture 21, where there’s no ticket needed to travel Australia and the world. Dreamlike landscapes flicker by, projected on the walls of the…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Milosh Luczynski,False,NA
Rules of Three,light,https://www.vividsydney.com/event/light/rules-of-three,Overseas Passenger Terminal,"Corner of Argyle and George Street, The Rocks NSW 2000","{""latitude"": ""-33.858795"", ""longitude"": ""151.209796""}","Across centuries and cultures, the number three has held a mystical power whether in forms of rhetoric, religion or the laws of nature. In Rules of Three,…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Andre Kecskes,False,NA
Andrew Gurruwiwi Band + Setwun and the Soulstranauts | Tumbalong Nights,music,https://www.vividsydney.com/event/music/andrew-gurruwiwi-band-setwun-and-the-soulstranauts-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","It's all things funk with Andrew Gurruwiwi Band, the electric 7-piece outfit from Arnhem Land. Multi-instrumentalist and DJ Setwun brings along his live band…","{""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}","[{""name"": ""DJ - Mike Who"", ""start_time"": ""18:00:00"", ""end_time"": ""19:30:00"", ""duration"": 90.0}, {""name"": ""Setwun"", ""start_time"": ""19:30:00"", ""end_time"": ""20:30:00"", ""duration"": 60.0}, {""name"": ""DJ - Mike Who"", ""start_time"": ""20:30:00"", ""end_time"": ""21:00:00"", ""duration"": 30.0}, {""name"": ""Andrew Gurruwiwi Band"", ""start_time"": ""21:00:00"", ""end_time"": ""22:00:00"", ""duration"": 60.0}]",NA,False,NA
Ama,light,https://www.vividsydney.com/event/light/ama,The Cutaway,"1 Merriman Street, Barangaroo NSW 2000","{""latitude"": ""-33.8583475"", ""longitude"": ""151.201791""}","Ama is a 7-minute meditative journey across Sydney's hidden coves, where land and ocean meet. Shot in infra-red, the camera flies high above tree canopies and…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Babekühl,False,NA
Vivid Rooftop Experience in Aster Bar,food,https://www.vividsydney.com/event/food/vivid-rooftop-experience-in-aster-bar,Aster Bar,"Level 32, InterContinental Sydney, 117 Macquarie Street, Sydney NSW 2000","{""latitude"": ""-33.8629587"", ""longitude"": ""151.2127486""}","Perched 32 floors above Sydney Harbour, rooftop bar&nbsp;Aster&nbsp;boasts breathtaking 270° views of Vivid Sydney, paired with a spectacular astronomical&nbsp…","{""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""00:00:00"", ""duration"": ""30600.0""}}",NA,Matt Hart,True,*Booking and transaction fees may apply.
A.GIRL + Agung Mango | Tumbalong Nights,music,https://www.vividsydney.com/event/music/agirl-agung-mango-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","If you don't know A.GIRL and Agung Mango, it's time to familiarise yourself with the future of Australian RnB and rap.
Since launching in 2019 with '2142' –…","{""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}","[{""name"": ""FBi DJs"", ""start_time"": ""18:00:00"", ""end_time"": ""19:30:00"", ""duration"": 90.0}, {""name"": ""Agung Mango"", ""start_time"": ""19:30:00"", ""end_time"": ""20:30:00"", ""duration"": 60.0}, {""name"": ""FBi DJs"", ""start_time"": ""20:30:00"", ""end_time"": ""21:00:00"", ""duration"": 30.0}, {""name"": ""A.Girl"", ""start_time"": ""21:00:00"", ""end_time"": ""22:00:00"", ""duration"": 60.0}]",NA,False,NA
Sunshine and Disco Faith Choir + Pink Matter | Tumbalong Nights,music,https://www.vividsydney.com/event/music/sunshine-and-disco-faith-choir-pink-matter-tumbalong-nights,Tumbalong Park,"11 Harbour St, Sydney NSW 2000","{""latitude"": ""-33.875367706309"", ""longitude"": ""151.20140473306""}","Come together to leave it all out on the dancefloor, in a night of sweat and salvation with beloved Melbourne DJ and producer Sunshine and her 12 piece Disco…","{""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""22:00:00"", ""duration"": ""240.0""}}","[{""name"": ""Junkyard Beats"", ""start_time"": ""17:00:00"", ""end_time"": ""18:00:00"", ""duration"": 60.0}, {""name"": ""DJ Meem"", ""start_time"": ""18:00:00"", ""end_time"": ""19:30:00"", ""duration"": 90.0}, {""name"": ""Pink Matter"", ""start_time"": ""19:30:00"", ""end_time"": ""20:15:00"", ""duration"": 45.0}, {""name"": ""DJ Meem"", ""start_time"": ""20:15:00"", ""end_time"": ""21:00:00"", ""duration"": 45.0}, {""name"": ""Sunshine and Disco Faith Choir"", ""start_time"": ""21:00:00"", ""end_time"": ""22:00:00"", ""duration"": 60.0}]",NA,False,NA
Xaddy's & Point Productions Factory Party,music,https://www.vividsydney.com/event/music/xaddys-point-productions-factory-party,Oxford Art Factory,"38-46 Oxford St, Darlinghurst  2010","{""latitude"": ""-33.877846"", ""longitude"": ""151.213932""}","Three icons of New York nightlife arrive to mix it up with our finest, as curated by local party starters Xaddy’s Door List and Point Productions. A ""by us,…","{""2023-06-16"": {""start_time"": ""21:00:00"", ""end_time"": ""03:00:00"", ""duration"": ""360.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Martha Marlow | Vivid LIVE,music,https://www.vividsydney.com/event/music/martha-marlow-vivid-live,Sydney Opera House - Drama Theatre,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","With her luminous vocals, arresting lyricism and lush orchestral arrangements, Sydney singer, songwriter and composer Martha Marlow has fast become one of the…","{""2023-05-29"": {""start_time"": ""19:00:00"", ""end_time"": ""20:30:00"", ""duration"": ""90.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Wild Lights at Taronga,light,https://www.vividsydney.com/event/light/wild-lights-at-taronga,Taronga Zoo,"Bradleys Head Rd, Mosman NSW 2088","{""latitude"": ""-33.842155"", ""longitude"": ""151.242061""}","Head on an adventure through Taronga Zoo with Wild Lights, a brand-new illuminated night trail. Created by Wiradjuri artist Nathan Peckham in collaboration…","{""2023-05-26"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-05-27"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-05-28"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-05-31"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-01"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-02"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-03"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-04"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-07"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-08"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-09"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-10"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-11"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-12"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-14"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-15"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-16"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}, ""2023-06-17"": {""start_time"": ""17:30:00"", ""end_time"": ""19:30:00"", ""duration"": ""120.0""}}",NA,Nicholas Tory,True,*Booking and transaction fees may apply.
Studio Party: Picnic 15th Birthday | Vivid LIVE,music,https://www.vividsydney.com/event/music/studio-party-picnic-party-vivid-live,Sydney Opera House Studio,"Bennelong Point, Sydney NSW 2000","{""latitude"": ""-33.856820018958"", ""longitude"": ""151.21529669825""}","From their low-key beginnings in inner-city clubs and warehouse spaces, the parties staged by Sydney dance-music collective Picnic have earned a reputation for…","{""2023-05-26"": {""start_time"": ""21:00:00"", ""end_time"": ""02:30:00"", ""duration"": ""330.0""}}",NA,NA,True,*Booking and transaction fees may apply.
Invincible Corals,light,https://www.vividsydney.com/event/light/invincible-corals,Vivid House,"The Cutaway, 1 Merriman St, Barangaroo NSW 2000","{""latitude"": ""-33.8583475"", ""longitude"": ""151.201791""}","For all their fragility, coral reefs are powerful, too: over time, they can even subsume something as large as the USAT Liberty shipwreck off the coast of Bali…","{""2023-05-26"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-27"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-28"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-29"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-30"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-05-31"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-01"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-02"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-03"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-04"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-05"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-06"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-07"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-08"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-09"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-10"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-11"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-12"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-13"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-14"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-15"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-16"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}, ""2023-06-17"": {""start_time"": ""18:00:00"", ""end_time"": ""23:00:00"", ""duration"": ""300.0""}}",NA,Henry Hu,False,NA
